day,month,year,home_team,away_team,home_score,away_score,tournament,winner,loser
17,11,1978,Malawi,Kenya,2,0,CECAFA Cup,Malawi,Kenya
17,11,1978,Uganda,Zambia,0,4,CECAFA Cup,Zambia,Uganda
19,11,1978,Japan,Russia,1,4,Friendly,Russia,Japan
19,11,1978,Kenya,Uganda,2,0,CECAFA Cup,Kenya,Uganda
19,11,1978,Malawi,Zambia,3,2,CECAFA Cup,Malawi,Zambia
23,11,1978,Japan,Russia,1,4,Friendly,Russia,Japan
25,11,1978,Grenada,Barbados,2,0,Friendly,Grenada,Barbados
26,11,1978,Grenada,Barbados,0,0,Friendly,Tie,Tie
26,11,1978,Japan,Russia,0,3,Friendly,Russia,Japan
29,11,1978,Bulgaria,Northern Ireland,0,2,UEFA Euro qualification,Northern Ireland,Bulgaria
29,11,1978,England,Czechoslovakia,1,0,Friendly,England,Czechoslovakia
29,11,1978,Portugal,Scotland,1,0,UEFA Euro qualification,Portugal,Scotland
29,11,1978,Wales,Turkey,1,0,UEFA Euro qualification,Wales,Turkey
3,12,1978,Madagascar,Malawi,2,1,African Cup of Nations qualification,Madagascar,Malawi
3,12,1978,Mauritius,Lesotho,0,1,African Cup of Nations qualification,Lesotho,Mauritius
12,12,1978,Antigua and Barbuda,Martinique,0,2,Friendly,Martinique,Antigua and Barbuda
13,12,1978,Greece,Romania,2,1,Friendly,Greece,Romania
13,12,1978,Spain,Cyprus,5,0,UEFA Euro qualification,Spain,Cyprus
17,12,1978,Lesotho,Mauritius,1,2,African Cup of Nations qualification,Mauritius,Lesotho
17,12,1978,Malawi,Madagascar,5,1,African Cup of Nations qualification,Malawi,Madagascar
19,12,1978,Israel,Romania,1,1,Friendly,Tie,Tie
19,12,1978,Syria,Tunisia,2,1,Friendly,Syria,Tunisia
20,12,1978,Germany,Netherlands,3,1,Friendly,Germany,Netherlands
21,12,1978,Italy,Spain,1,0,Friendly,Italy,Spain
25,12,1978,South Korea,Macau,4,1,AFC Asian Cup qualification,South Korea,Macau
25,12,1978,Philippines,China PR,0,3,AFC Asian Cup qualification,China PR,Philippines
27,12,1978,China PR,Macau,2,1,AFC Asian Cup qualification,China PR,Macau
27,12,1978,Philippines,South Korea,0,5,AFC Asian Cup qualification,South Korea,Philippines
29,12,1978,South Korea,China PR,1,0,AFC Asian Cup qualification,South Korea,China PR
7,1,1979,Guinea-Bissau,Cape Verde,3,0,Amílcar Cabral Cup,Guinea-Bissau,Cape Verde
8,1,1979,Gambia,Mauritania,3,1,Amílcar Cabral Cup,Gambia,Mauritania
8,1,1979,Guinea,Mali,0,1,Amílcar Cabral Cup,Mali,Guinea
9,1,1979,Cape Verde,Senegal,0,1,Amílcar Cabral Cup,Senegal,Cape Verde
10,1,1979,Gambia,Mali,0,1,Amílcar Cabral Cup,Mali,Gambia
10,1,1979,Guinea,Mauritania,4,1,Amílcar Cabral Cup,Guinea,Mauritania
10,1,1979,Rwanda,Gabon,2,2,Friendly,Tie,Tie
11,1,1979,Guinea-Bissau,Senegal,0,2,Amílcar Cabral Cup,Senegal,Guinea-Bissau
12,1,1979,Gambia,Guinea,1,1,Amílcar Cabral Cup,Tie,Tie
12,1,1979,Mali,Mauritania,4,2,Amílcar Cabral Cup,Mali,Mauritania
13,1,1979,Guinea,Senegal,1,3,Amílcar Cabral Cup,Senegal,Guinea
13,1,1979,Guinea-Bissau,Mali,1,1,Amílcar Cabral Cup,Tie,Tie
14,1,1979,Guinea-Bissau,Guinea,2,2,Amílcar Cabral Cup,Tie,Tie
14,1,1979,Mali,Senegal,0,1,Amílcar Cabral Cup,Senegal,Mali
16,1,1979,Cyprus,Bulgaria,0,1,Friendly,Bulgaria,Cyprus
27,1,1979,Ivory Coast,Togo,0,1,Friendly,Togo,Ivory Coast
28,1,1979,Liberia,Guinea,2,1,Friendly,Liberia,Guinea
29,1,1979,Gambia,Ivory Coast,2,1,Friendly,Gambia,Ivory Coast
30,1,1979,Guinea,Senegal,1,1,Friendly,Tie,Tie
30,1,1979,Israel,Austria,0,1,Friendly,Austria,Israel
31,1,1979,Gambia,Togo,2,2,Friendly,Tie,Tie
1,2,1979,Liberia,Senegal,1,1,Friendly,Tie,Tie
3,2,1979,Senegal,Togo,0,1,Friendly,Togo,Senegal
4,2,1979,Liberia,Gambia,1,0,Friendly,Liberia,Gambia
5,2,1979,Iraq,Finland,1,0,Friendly,Iraq,Finland
7,2,1979,England,Northern Ireland,4,0,UEFA Euro qualification,England,Northern Ireland
7,2,1979,Iraq,Finland,2,0,Friendly,Iraq,Finland
7,2,1979,Libya,Greece,2,2,Friendly,Tie,Tie
9,2,1979,Bahrain,Finland,0,1,Friendly,Finland,Bahrain
9,2,1979,Iraq,German DR,1,1,Friendly,Tie,Tie
11,2,1979,Iraq,German DR,2,1,Friendly,Iraq,German DR
14,2,1979,Israel,Greece,4,1,Friendly,Israel,Greece
16,2,1979,Libya,Poland,1,0,Friendly,Libya,Poland
18,2,1979,Tunisia,Poland,0,2,Friendly,Poland,Tunisia
18,2,1979,Mauritania,Morocco,2,2,African Cup of Nations qualification,Tie,Tie
24,2,1979,Italy,Netherlands,3,0,Friendly,Italy,Netherlands
25,2,1979,France,Luxembourg,3,0,UEFA Euro qualification,France,Luxembourg
25,2,1979,Malta,Germany,0,0,UEFA Euro qualification,Tie,Tie
28,2,1979,Bulgaria,German DR,1,0,Friendly,Bulgaria,German DR
28,2,1979,Turkey,Algeria,0,1,Friendly,Algeria,Turkey
3,3,1979,Barbados,Trinidad and Tobago,2,2,Friendly,Tie,Tie
4,3,1979,Japan,South Korea,2,1,Friendly,Japan,South Korea
5,3,1979,Bangladesh,Afghanistan,3,2,AFC Asian Cup qualification,Bangladesh,Afghanistan
7,3,1979,Bangladesh,Qatar,1,3,AFC Asian Cup qualification,Qatar,Bangladesh
10,3,1979,Senegal,Mali,2,1,Friendly,Senegal,Mali
14,3,1979,Czechoslovakia,Spain,1,0,Friendly,Czechoslovakia,Spain
16,3,1979,Martinique,Trinidad and Tobago,0,0,Friendly,Tie,Tie
18,3,1979,Turkey,Malta,2,1,UEFA Euro qualification,Turkey,Malta
21,3,1979,Romania,Greece,3,0,Friendly,Romania,Greece
23,3,1979,Iraq,Bahrain,4,0,Gulf Cup,Iraq,Bahrain
24,3,1979,Kuwait,Qatar,3,1,Gulf Cup,Kuwait,Qatar
24,3,1979,Saudi Arabia,United Arab Emirates,2,1,Gulf Cup,Saudi Arabia,United Arab Emirates
25,3,1979,Mali,Senegal,2,1,Friendly,Mali,Senegal
27,3,1979,Iraq,Qatar,2,0,Gulf Cup,Iraq,Qatar
27,3,1979,Bahrain,United Arab Emirates,3,0,Gulf Cup,Bahrain,United Arab Emirates
28,3,1979,Belgium,Austria,1,1,UEFA Euro qualification,Tie,Tie
28,3,1979,Hungary,German DR,3,0,Friendly,Hungary,German DR
28,3,1979,Netherlands,Switzerland,3,0,UEFA Euro qualification,Netherlands,Switzerland
28,3,1979,Russia,Bulgaria,3,1,Friendly,Russia,Bulgaria
28,3,1979,Saudi Arabia,Oman,4,0,Gulf Cup,Saudi Arabia,Oman
29,3,1979,Qatar,United Arab Emirates,1,0,Gulf Cup,Qatar,United Arab Emirates
30,3,1979,Bahrain,Oman,3,1,Gulf Cup,Bahrain,Oman
30,3,1979,Iraq,Kuwait,3,1,Gulf Cup,Iraq,Kuwait
1,4,1979,Cyprus,Yugoslavia,0,3,UEFA Euro qualification,Yugoslavia,Cyprus
1,4,1979,Oman,Qatar,0,1,Gulf Cup,Qatar,Oman
1,4,1979,Turkey,Germany,0,0,UEFA Euro qualification,Tie,Tie
1,4,1979,Kuwait,United Arab Emirates,7,0,Gulf Cup,Kuwait,United Arab Emirates
2,4,1979,Saudi Arabia,Bahrain,1,1,Gulf Cup,Tie,Tie
3,4,1979,Barbados,Martinique,1,2,Friendly,Martinique,Barbados
3,4,1979,Kuwait,Oman,2,0,Gulf Cup,Kuwait,Oman
4,4,1979,Czechoslovakia,France,2,0,UEFA Euro qualification,Czechoslovakia,France
4,4,1979,Poland,Hungary,1,1,Friendly,Tie,Tie
4,4,1979,Romania,Spain,2,2,UEFA Euro qualification,Tie,Tie
4,4,1979,Saudi Arabia,Qatar,7,0,Gulf Cup,Saudi Arabia,Qatar
4,4,1979,Iraq,United Arab Emirates,5,0,Gulf Cup,Iraq,United Arab Emirates
6,4,1979,Iraq,Oman,7,0,Gulf Cup,Iraq,Oman
6,4,1979,Kuwait,Saudi Arabia,0,0,Gulf Cup,Tie,Tie
7,4,1979,Bahrain,Qatar,1,1,Gulf Cup,Tie,Tie
8,4,1979,Gabon,Ivory Coast,2,1,Friendly,Gabon,Ivory Coast
8,4,1979,Iraq,Saudi Arabia,2,0,Gulf Cup,Iraq,Saudi Arabia
8,4,1979,Morocco,Mauritania,4,1,African Cup of Nations qualification,Morocco,Mauritania
9,4,1979,Bahrain,Kuwait,0,2,Gulf Cup,Kuwait,Bahrain
9,4,1979,Oman,United Arab Emirates,0,4,Gulf Cup,United Arab Emirates,Oman
15,4,1979,Benin,Ivory Coast,1,0,African Cup of Nations qualification,Benin,Ivory Coast
15,4,1979,Congo,DR Congo,4,2,African Cup of Nations qualification,Congo,DR Congo
15,4,1979,Guadeloupe,Martinique,0,1,Friendly,Martinique,Guadeloupe
15,4,1979,Malawi,Zambia,0,2,African Cup of Nations qualification,Zambia,Malawi
15,4,1979,Guinea,Cameroon,3,0,African Cup of Nations qualification,Guinea,Cameroon
15,4,1979,Libya,Ethiopia,2,1,African Cup of Nations qualification,Libya,Ethiopia
16,4,1979,Togo,Gambia,2,0,African Cup of Nations qualification,Togo,Gambia
16,4,1979,Mauritius,Tanzania,3,2,African Cup of Nations qualification,Mauritius,Tanzania
18,4,1979,German DR,Poland,2,1,UEFA Euro qualification,German DR,Poland
19,4,1979,Russia,Sweden,2,0,Friendly,Russia,Sweden
25,4,1979,Argentina,Bulgaria,2,1,Friendly,Argentina,Bulgaria
25,4,1979,São Tomé and Príncipe,Angola,1,2,Friendly,Angola,São Tomé and Príncipe
29,4,1979,DR Congo,Congo,4,1,African Cup of Nations qualification,DR Congo,Congo
29,4,1979,Gambia,Togo,1,0,African Cup of Nations qualification,Gambia,Togo
29,4,1979,Tanzania,Mauritius,4,0,African Cup of Nations qualification,Tanzania,Mauritius
29,4,1979,Ivory Coast,Benin,4,1,African Cup of Nations qualification,Ivory Coast,Benin
29,4,1979,Ethiopia,Libya,1,1,African Cup of Nations qualification,Tie,Tie
29,4,1979,Cameroon,Guinea,3,0,African Cup of Nations qualification,Cameroon,Guinea
29,4,1979,Madagascar,Kenya,4,0,Friendly,Madagascar,Kenya
29,4,1979,Zambia,Malawi,2,0,African Cup of Nations qualification,Zambia,Malawi
1,5,1979,Luxembourg,Czechoslovakia,0,3,UEFA Euro qualification,Czechoslovakia,Luxembourg
2,5,1979,Austria,Belgium,0,0,UEFA Euro qualification,Tie,Tie
2,5,1979,Hungary,Greece,0,0,UEFA Euro qualification,Tie,Tie
2,5,1979,Republic of Ireland,Denmark,2,0,UEFA Euro qualification,Republic of Ireland,Denmark
2,5,1979,North Korea,Hong Kong,3,0,AFC Asian Cup qualification,North Korea,Hong Kong
2,5,1979,Northern Ireland,Bulgaria,2,0,UEFA Euro qualification,Northern Ireland,Bulgaria
2,5,1979,Poland,Netherlands,2,0,UEFA Euro qualification,Poland,Netherlands
2,5,1979,United States,France,0,6,Friendly,France,United States
2,5,1979,Wales,Germany,0,2,UEFA Euro qualification,Germany,Wales
5,5,1979,Russia,Czechoslovakia,3,0,Friendly,Russia,Czechoslovakia
5,5,1979,Saint Vincent and the Grenadines,Martinique,2,2,CFU Caribbean Cup qualification,Tie,Tie
5,5,1979,Switzerland,German DR,0,2,UEFA Euro qualification,German DR,Switzerland
7,5,1979,North Korea,Indonesia,3,1,AFC Asian Cup qualification,North Korea,Indonesia
9,5,1979,Denmark,Sweden,2,2,Friendly,Tie,Tie
9,5,1979,Malaysia,North Korea,1,1,AFC Asian Cup qualification,Tie,Tie
9,5,1979,Norway,Portugal,0,1,UEFA Euro qualification,Portugal,Norway
11,5,1979,Malaysia,Hong Kong,0,0,AFC Asian Cup qualification,Tie,Tie
12,5,1979,Thailand,North Korea,0,1,AFC Asian Cup qualification,North Korea,Thailand
13,5,1979,Cyprus,Romania,1,1,UEFA Euro qualification,Tie,Tie
14,5,1979,North Korea,Malaysia,1,0,AFC Asian Cup qualification,North Korea,Malaysia
17,5,1979,Brazil,Paraguay,6,0,Friendly,Brazil,Paraguay
19,5,1979,Bulgaria,Republic of Ireland,1,0,UEFA Euro qualification,Bulgaria,Republic of Ireland
19,5,1979,Mozambique,Zimbabwe,0,6,Friendly,Zimbabwe,Mozambique
19,5,1979,Northern Ireland,England,0,2,British Home Championship,England,Northern Ireland
19,5,1979,Russia,Hungary,2,2,UEFA Euro qualification,Tie,Tie
19,5,1979,Wales,Scotland,3,0,British Home Championship,Wales,Scotland
22,5,1979,Argentina,Netherlands,0,0,FIFA 75th Anniversary Cup,Tie,Tie
22,5,1979,Republic of Ireland,Germany,1,3,Friendly,Germany,Republic of Ireland
22,5,1979,Scotland,Northern Ireland,1,0,British Home Championship,Scotland,Northern Ireland
22,5,1979,Switzerland,Iceland,2,0,UEFA Euro qualification,Switzerland,Iceland
23,5,1979,England,Wales,0,0,British Home Championship,Tie,Tie
24,5,1979,Martinique,Trinidad and Tobago,3,1,Friendly,Martinique,Trinidad and Tobago
26,5,1979,England,Scotland,3,1,British Home Championship,England,Scotland
26,5,1979,Iceland,Germany,1,3,Friendly,Germany,Iceland
26,5,1979,Italy,Argentina,2,2,Friendly,Tie,Tie
26,5,1979,Northern Ireland,Wales,1,1,British Home Championship,Tie,Tie
29,5,1979,Republic of Ireland,Argentina,0,0,Friendly,Tie,Tie
31,5,1979,Brazil,Uruguay,5,1,Friendly,Brazil,Uruguay
31,5,1979,Japan,Indonesia,4,0,Kirin Cup,Japan,Indonesia
1,6,1979,German DR,Romania,1,0,Friendly,German DR,Romania
2,6,1979,Malta,Wales,0,2,UEFA Euro qualification,Wales,Malta
2,6,1979,Scotland,Argentina,1,3,Friendly,Argentina,Scotland
3,6,1979,Benin,Togo,0,1,Friendly,Togo,Benin
3,6,1979,Jamaica,Saint Kitts and Nevis,2,1,CFU Caribbean Cup qualification,Jamaica,Saint Kitts and Nevis
6,6,1979,Bulgaria,England,0,3,UEFA Euro qualification,England,Bulgaria
6,6,1979,Denmark,Northern Ireland,4,0,UEFA Euro qualification,Denmark,Northern Ireland
7,6,1979,Norway,Scotland,0,4,UEFA Euro qualification,Scotland,Norway
7,6,1979,Sweden,Luxembourg,3,0,UEFA Euro qualification,Sweden,Luxembourg
9,6,1979,Iceland,Switzerland,1,2,UEFA Euro qualification,Switzerland,Iceland
9,6,1979,Martinique,Saint Vincent and the Grenadines,0,1,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,Martinique
10,6,1979,Sweden,England,0,0,Friendly,Tie,Tie
13,6,1979,Austria,England,4,3,Friendly,Austria,England
13,6,1979,Chile,Ecuador,0,0,Friendly,Tie,Tie
13,6,1979,New Zealand,Australia,1,0,Friendly,New Zealand,Australia
13,6,1979,Yugoslavia,Italy,4,1,Friendly,Yugoslavia,Italy
16,6,1979,South Korea,Japan,4,1,Friendly,South Korea,Japan
17,6,1979,Saint Kitts and Nevis,Jamaica,1,2,CFU Caribbean Cup qualification,Jamaica,Saint Kitts and Nevis
21,6,1979,Ecuador,Chile,2,1,Friendly,Ecuador,Chile
24,6,1979,Ghana,Liberia,0,0,Friendly,Tie,Tie
24,6,1979,Malawi,Lesotho,1,0,Friendly,Malawi,Lesotho
24,6,1979,Zambia,DR Congo,4,1,Friendly,Zambia,DR Congo
24,6,1979,Algeria,Libya,3,1,African Cup of Nations qualification,Algeria,Libya
24,6,1979,Morocco,Togo,7,0,African Cup of Nations qualification,Morocco,Togo
26,6,1979,Malawi,Lesotho,1,2,Friendly,Lesotho,Malawi
27,6,1979,Denmark,Russia,1,2,Friendly,Russia,Denmark
28,6,1979,Sweden,Norway,2,0,Nordic Championship,Sweden,Norway
29,6,1979,Malaysia,Japan,1,1,Merdeka Tournament,Tie,Tie
29,6,1979,Fiji,New Zealand,0,6,Friendly,New Zealand,Fiji
29,6,1979,Japan,Thailand,2,0,Merdeka Tournament,Japan,Thailand
29,6,1979,Malaysia,Myanmar,4,1,Merdeka Tournament,Malaysia,Myanmar
29,6,1979,Sudan,Ivory Coast,2,0,African Cup of Nations qualification,Sudan,Ivory Coast
30,6,1979,Kenya,Egypt,3,1,African Cup of Nations qualification,Kenya,Egypt
30,6,1979,DR Congo,Zambia,1,2,Friendly,Zambia,DR Congo
30,6,1979,Indonesia,Singapore,0,0,Merdeka Tournament,Tie,Tie
1,7,1979,Malaysia,Thailand,4,2,Merdeka Tournament,Malaysia,Thailand
1,7,1979,Myanmar,Japan,0,1,Merdeka Tournament,Japan,Myanmar
1,7,1979,Fiji,New Zealand,0,3,Friendly,New Zealand,Fiji
3,7,1979,Myanmar,Thailand,2,0,Merdeka Tournament,Myanmar,Thailand
4,7,1979,Malaysia,Indonesia,1,1,Merdeka Tournament,Tie,Tie
4,7,1979,Finland,Russia,1,1,UEFA Euro qualification,Tie,Tie
5,7,1979,Singapore,Thailand,1,1,Merdeka Tournament,Tie,Tie
6,7,1979,Ivory Coast,Sudan,4,0,African Cup of Nations qualification,Ivory Coast,Sudan
6,7,1979,Togo,Morocco,2,1,African Cup of Nations qualification,Togo,Morocco
6,7,1979,Malawi,Kenya,1,0,Friendly,Malawi,Kenya
8,7,1979,Libya,Algeria,1,0,African Cup of Nations qualification,Libya,Algeria
8,7,1979,DR Congo,Togo,4,1,Friendly,DR Congo,Togo
8,7,1979,Indonesia,Thailand,2,1,Merdeka Tournament,Indonesia,Thailand
8,7,1979,Malawi,Kenya,0,0,Friendly,Tie,Tie
9,7,1979,Malaysia,Singapore,3,0,Merdeka Tournament,Malaysia,Singapore
10,7,1979,Bolivia,Paraguay,3,1,Copa Paz del Chaco,Bolivia,Paraguay
11,7,1979,Myanmar,Singapore,4,1,Merdeka Tournament,Myanmar,Singapore
11,7,1979,Chile,Uruguay,1,0,Copa Juan Pinto Durán,Chile,Uruguay
11,7,1979,Indonesia,Japan,0,0,Merdeka Tournament,Tie,Tie
11,7,1979,Peru,Ecuador,2,1,Friendly,Peru,Ecuador
12,7,1979,Bolivia,Paraguay,1,1,Friendly,Tie,Tie
13,7,1979,Myanmar,Indonesia,4,0,Merdeka Tournament,Myanmar,Indonesia
13,7,1979,Japan,Singapore,3,1,Merdeka Tournament,Japan,Singapore
13,7,1979,Egypt,Kenya,3,0,African Cup of Nations qualification,Egypt,Kenya
15,7,1979,Kenya,DR Congo,2,2,Friendly,Tie,Tie
15,7,1979,Malawi,Tanzania,2,0,Friendly,Malawi,Tanzania
17,7,1979,Malawi,Tanzania,2,0,Friendly,Malawi,Tanzania
18,7,1979,Bolivia,Argentina,2,1,Copa América,Bolivia,Argentina
18,7,1979,Peru,Colombia,0,1,Friendly,Colombia,Peru
18,7,1979,Uruguay,Chile,2,1,Copa Juan Pinto Durán,Uruguay,Chile
19,7,1979,Malawi,Tanzania,0,1,Friendly,Tanzania,Malawi
20,7,1979,Kyrgyzstan,Lithuania,0,0,Friendly,Tie,Tie
21,7,1979,Belarus,Armenia,3,0,Friendly,Belarus,Armenia
22,7,1979,Georgia,Lithuania,5,0,Friendly,Georgia,Lithuania
22,7,1979,Grenada,Trinidad and Tobago,0,1,CFU Caribbean Cup qualification,Trinidad and Tobago,Grenada
23,7,1979,Belarus,Latvia,2,1,Friendly,Belarus,Latvia
24,7,1979,Azerbaijan,Lithuania,0,1,Friendly,Lithuania,Azerbaijan
25,7,1979,Belarus,Russia,2,3,Friendly,Russia,Belarus
25,7,1979,Benin,DR Congo,0,1,Friendly,DR Congo,Benin
25,7,1979,Colombia,Peru,1,2,Friendly,Peru,Colombia
26,7,1979,Bolivia,Brazil,2,1,Copa América,Bolivia,Brazil
26,7,1979,Liberia,Ghana,3,1,Friendly,Liberia,Ghana
28,7,1979,Benin,DR Congo,0,3,Friendly,DR Congo,Benin
28,7,1979,Lithuania,Ukraine,0,2,Friendly,Ukraine,Lithuania
28,7,1979,Russia,Belarus,0,0,Friendly,Tie,Tie
29,7,1979,Madagascar,Tanzania,2,4,Friendly,Tanzania,Madagascar
30,7,1979,Belarus,Ukraine,0,0,Friendly,Tie,Tie
30,7,1979,Russia,Lithuania,2,0,Friendly,Russia,Lithuania
1,8,1979,Belarus,Lithuania,0,2,Friendly,Lithuania,Belarus
1,8,1979,Madagascar,Tanzania,1,0,Friendly,Madagascar,Tanzania
1,8,1979,Paraguay,Bolivia,2,0,Copa Paz del Chaco,Paraguay,Bolivia
1,8,1979,Venezuela,Colombia,0,0,Copa América,Tie,Tie
2,8,1979,Brazil,Argentina,2,1,Copa América,Brazil,Argentina
4,8,1979,Belarus,Kazakhstan,0,1,Friendly,Kazakhstan,Belarus
4,8,1979,Trinidad and Tobago,Grenada,2,1,CFU Caribbean Cup qualification,Trinidad and Tobago,Grenada
5,8,1979,DR Congo,Guinea,3,2,African Cup of Nations qualification,DR Congo,Guinea
5,8,1979,Russia,Lithuania,2,1,Friendly,Russia,Lithuania
8,8,1979,Argentina,Bolivia,3,0,Copa América,Argentina,Bolivia
8,8,1979,Ecuador,Peru,2,1,Friendly,Ecuador,Peru
8,8,1979,Venezuela,Chile,1,1,Copa América,Tie,Tie
11,8,1979,Tanzania,Zambia,1,0,African Cup of Nations qualification,Tanzania,Zambia
15,8,1979,Colombia,Chile,1,0,Copa América,Colombia,Chile
15,8,1979,Norway,Sweden,2,0,Nordic Championship,Norway,Sweden
16,8,1979,Brazil,Bolivia,2,0,Copa América,Brazil,Bolivia
19,8,1979,Guinea,DR Congo,3,1,African Cup of Nations qualification,Guinea,DR Congo
19,8,1979,Poland,Libya,5,0,Friendly,Poland,Libya
22,8,1979,Colombia,Venezuela,4,0,Copa América,Colombia,Venezuela
23,8,1979,Argentina,Brazil,2,2,Copa América,Tie,Tie
23,8,1979,North Korea,Japan,0,0,Friendly,Tie,Tie
25,8,1979,Lesotho,Malawi,0,3,Friendly,Malawi,Lesotho
26,8,1979,Zambia,Tanzania,1,1,African Cup of Nations qualification,Tie,Tie
28,8,1979,Tunisia,Malta,4,0,Friendly,Tunisia,Malta
29,8,1979,Austria,Norway,4,0,UEFA Euro qualification,Austria,Norway
29,8,1979,Chile,Venezuela,7,0,Copa América,Chile,Venezuela
29,8,1979,Ecuador,Paraguay,1,2,Copa América,Paraguay,Ecuador
29,8,1979,Finland,Denmark,0,0,Nordic Championship,Tie,Tie
29,8,1979,Guam,Vanuatu,0,4,South Pacific Games,Vanuatu,Guam
29,8,1979,Poland,Romania,3,0,Friendly,Poland,Romania
29,8,1979,Solomon Islands,Wallis Islands and Futuna,6,0,South Pacific Games,Solomon Islands,Wallis Islands and Futuna
29,8,1979,Tahiti,Tonga,8,0,South Pacific Games,Tahiti,Tonga
29,8,1979,Fiji,Papua New Guinea,0,0,South Pacific Games,Tie,Tie
30,8,1979,Fiji,Kiribati,24,0,South Pacific Games,Fiji,Kiribati
30,8,1979,Guam,New Caledonia,1,10,South Pacific Games,New Caledonia,Guam
30,8,1979,Peru,Uruguay,2,0,Friendly,Peru,Uruguay
30,8,1979,Tahiti,Tuvalu,18,0,South Pacific Games,Tahiti,Tuvalu
31,8,1979,Kiribati,Papua New Guinea,0,13,South Pacific Games,Papua New Guinea,Kiribati
31,8,1979,Solomon Islands,Samoa,12,0,South Pacific Games,Solomon Islands,Samoa
31,8,1979,New Caledonia,Vanuatu,3,0,South Pacific Games,New Caledonia,Vanuatu
1,9,1979,Tonga,Tuvalu,3,5,South Pacific Games,Tuvalu,Tonga
1,9,1979,Wallis Islands and Futuna,Samoa,3,1,South Pacific Games,Wallis Islands and Futuna,Samoa
3,9,1979,Fiji,Wallis Islands and Futuna,5,0,South Pacific Games,Fiji,Wallis Islands and Futuna
3,9,1979,Libya,Palestine,0,0,Friendly,Tie,Tie
3,9,1979,New Caledonia,Tuvalu,11,0,South Pacific Games,New Caledonia,Tuvalu
3,9,1979,Papua New Guinea,Solomon Islands,2,3,South Pacific Games,Solomon Islands,Papua New Guinea
3,9,1979,Tahiti,Vanuatu,1,0,South Pacific Games,Tahiti,Vanuatu
4,9,1979,New Caledonia,Tahiti,2,3,South Pacific Games,Tahiti,New Caledonia
4,9,1979,Fiji,Solomon Islands,2,0,South Pacific Games,Fiji,Solomon Islands
5,9,1979,Chile,Colombia,2,0,Copa América,Chile,Colombia
5,9,1979,Ecuador,Uruguay,2,1,Copa América,Ecuador,Uruguay
5,9,1979,Guam,Samoa,4,2,South Pacific Games,Guam,Samoa
5,9,1979,Iceland,Netherlands,0,4,UEFA Euro qualification,Netherlands,Iceland
5,9,1979,Kiribati,Tuvalu,3,3,South Pacific Games,Tie,Tie
5,9,1979,Russia,German DR,1,0,Friendly,Russia,German DR
5,9,1979,Sweden,France,1,3,UEFA Euro qualification,France,Sweden
5,9,1979,Tonga,Wallis Islands and Futuna,1,0,South Pacific Games,Tonga,Wallis Islands and Futuna
5,9,1979,Vanuatu,Papua New Guinea,2,0,South Pacific Games,Vanuatu,Papua New Guinea
6,9,1979,Guam,Tuvalu,7,2,South Pacific Games,Guam,Tuvalu
6,9,1979,Vanuatu,Tonga,7,1,South Pacific Games,Vanuatu,Tonga
7,9,1979,New Caledonia,Solomon Islands,1,3,South Pacific Games,Solomon Islands,New Caledonia
7,9,1979,Fiji,Tahiti,0,3,South Pacific Games,Tahiti,Fiji
8,9,1979,South Korea,Sudan,8,0,Korea Cup,South Korea,Sudan
9,9,1979,Indonesia,Thailand,0,2,Korea Cup,Thailand,Indonesia
10,9,1979,Bangladesh,Sudan,1,4,Korea Cup,Sudan,Bangladesh
11,9,1979,Wales,Republic of Ireland,2,1,Friendly,Wales,Republic of Ireland
12,9,1979,England,Denmark,1,0,UEFA Euro qualification,England,Denmark
12,9,1979,Germany,Argentina,2,1,Friendly,Germany,Argentina
12,9,1979,Greece,Russia,1,0,UEFA Euro qualification,Greece,Russia
12,9,1979,Hungary,Czechoslovakia,2,1,Friendly,Hungary,Czechoslovakia
12,9,1979,Iceland,German DR,0,3,UEFA Euro qualification,German DR,Iceland
12,9,1979,South Korea,Sri Lanka,6,0,Korea Cup,South Korea,Sri Lanka
12,9,1979,Norway,Belgium,1,2,UEFA Euro qualification,Belgium,Norway
12,9,1979,Scotland,Peru,1,1,Friendly,Tie,Tie
12,9,1979,Switzerland,Poland,0,2,UEFA Euro qualification,Poland,Switzerland
13,9,1979,Paraguay,Ecuador,2,0,Copa América,Paraguay,Ecuador
14,9,1979,South Korea,Bahrain,5,1,Korea Cup,South Korea,Bahrain
16,9,1979,South Korea,Bangladesh,9,0,Korea Cup,South Korea,Bangladesh
16,9,1979,Sri Lanka,Sudan,0,1,Korea Cup,Sudan,Sri Lanka
16,9,1979,Uruguay,Ecuador,2,1,Copa América,Uruguay,Ecuador
16,9,1979,Yugoslavia,Argentina,4,2,Friendly,Yugoslavia,Argentina
20,9,1979,Paraguay,Uruguay,0,0,Copa América,Tie,Tie
26,9,1979,Austria,Hungary,3,1,Friendly,Austria,Hungary
26,9,1979,Czechoslovakia,Republic of Ireland,4,1,Friendly,Czechoslovakia,Republic of Ireland
26,9,1979,Denmark,Finland,1,0,Nordic Championship,Denmark,Finland
26,9,1979,Italy,Sweden,1,0,Friendly,Italy,Sweden
26,9,1979,Netherlands,Belgium,1,0,Friendly,Netherlands,Belgium
26,9,1979,Poland,German DR,1,1,UEFA Euro qualification,Tie,Tie
